name,email,age,gender,City,mobileNumber,customerSegment,role
Lauren Wickramasinghe,user0329@example.com,29,Female,Anuradhapura,765437830,regular_shoppers,user
Tricia De Silva,user0330@example.com,30,Male,Gampaha,743122766,regular_shoppers,user
Tammy Hicks,user0331@example.com,56,Male,Vavuniya,770614013,occasional_shoppers,user
Michael Bandara,user0332@example.com,74,Female,Kandy,768995922,regular_shoppers,user
Connor Wijesinghe,user0333@example.com,70,Male,Kandy,770625891,rare_shoppers,user
Monica De Silva,user0334@example.com,29,Female,Negombo,789230801,regular_shoppers,user
Roshan Wijesinghe,user0335@example.com,47,Male,Kurunegala,795103759,frequent_shoppers,user
Timothy Santos,user0336@example.com,42,Other,Kurunegala,785898994,regular_shoppers,user
Nimal Herath,user0337@example.com,73,Female,Matara,734252610,occasional_shoppers,user
Daniel Wijesinghe,user0338@example.com,30,,Colombo,776231992,occasional_shoppers,user
Patricia Ray,user0339@example.com,48,Male,Colombo,729898606,regular_shoppers,user
Abigail Gunasekara,user0340@example.com,27,Female,Matara,733924094,frequent_shoppers,user
Jennifer Rajapaksa,user0341@example.com,60,Female,Kurunegala,722499198,occasional_shoppers,user
Kim Rocha,user0342@example.com,42,Female,Galle,765533646,frequent_shoppers,user
Sarah Ray,user0343@example.com,57,Female,Kilinochchi,752478375,regular_shoppers,user
Mark Perera,user0344@example.com,57,Male,Kilinochchi,741235369,regular_shoppers,user
Roshan Stewart,user0345@example.com,18,Male,Anuradhapura,756929234,rare_shoppers,user
Priya Dissanayake,user0346@example.com,18,Female,Galle,725278911,regular_shoppers,user
Sunil Rocha,user0347@example.com,64,Other,Anuradhapura,714772547,regular_shoppers,user
Chamara Davis,user0348@example.com,58,Female,Gampaha,750177237,regular_shoppers,user
Kavinda De Silva,user0349@example.com,53,Male,Badulla,760363964,frequent_shoppers,user
Tharaka Silva,user0350@example.com,54,Male,Matara,721649801,regular_shoppers,user
Kevin Wijesinghe,user0351@example.com,46,Male,Kurunegala,769562350,occasional_shoppers,user
Cynthia Hill,user0352@example.com,75,Male,Kilinochchi,779276026,regular_shoppers,user
Sunil Davis,user0353@example.com,20,Female,Colombo,716192775,frequent_shoppers,user
Shannon Perera,user0354@example.com,65,Female,Anuradhapura,769205536,frequent_shoppers,user
Nimal Shaffer,user0355@example.com,28,Male,Kilinochchi,748019546,regular_shoppers,user
Kavinda Adams,user0356@example.com,37,Male,Negombo,717220897,,user
Monica Garcia,user0357@example.com,63,Female,Gampaha,781603135,regular_shoppers,user
Monica Amarasinghe,user0358@example.com,47,Male,Gampaha,740037183,regular_shoppers,user
Andrew Herath,user0359@example.com,34,Male,Ratnapura,718773168,occasional_shoppers,user
Lauren Shaffer,user0360@example.com,47,Male,Negombo,797167893,regular_shoppers,user
Gabrielle Dissanayake,user0361@example.com,47,Male,Vavuniya,789318677,regular_shoppers,user
Tammy Dissanayake,user0362@example.com,54,Female,Galle,790003898,occasional_shoppers,user
Michael Rocha,user0363@example.com,70,Male,Jaffna,796568973,regular_shoppers,user
Nimal Henderson,user0364@example.com,70,Female,Colombo,762342586,occasional_shoppers,user
Nethmi Fernando,user0365@example.com,31,Male,Matara,788212291,rare_shoppers,user
Allison Jayasinghe,user0366@example.com,43,Female,Vavuniya,747877483,frequent_shoppers,user
Angie Adams,user0367@example.com,55,Male,Nuwara Eliya,735263378,regular_shoppers,user
Priya Hicks,user0368@example.com,41,Male,Negombo,775323947,frequent_shoppers,user
Nimal Garcia,user0369@example.com,26,Female,Gampaha,770987778,occasional_shoppers,user
Cynthia Garcia,user0370@example.com,46,Male,Colombo,746138183,occasional_shoppers,user
Angela Amarasinghe,user0371@example.com,41,,,720745888,regular_shoppers,user
Andrew De Silva,user0372@example.com,72,Female,Galle,799085263,regular_shoppers,user
Nimal Santos,user0373@example.com,52,Male,Ratnapura,772979305,frequent_shoppers,user
Kavinda De Silva,user0374@example.com,40,Female,Kandy,785659375,regular_shoppers,user
Mark Henderson,user0375@example.com,55,Male,Colombo,747292234,frequent_shoppers,user
Mark Davis,user0376@example.com,35,Male,Kurunegala,733541704,occasional_shoppers,user
Mark Dissanayake,user0377@example.com,49,Female,,765424925,rare_shoppers,user
Victoria Adams,user0378@example.com,64,Male,Badulla,772279029,regular_shoppers,user
Connor Peterson,user0379@example.com,65,Female,Nuwara Eliya,770239684,frequent_shoppers,user
Victoria Rajapaksa,user0380@example.com,51,Male,Badulla,745847919,regular_shoppers,user
Shannon Nelson,user0381@example.com,43,Female,Anuradhapura,711419753,occasional_shoppers,user
Sunil Hill,user0382@example.com,18,Female,Badulla,793134088,regular_shoppers,user
Monica Henderson,user0383@example.com,60,Male,Jaffna,796960449,frequent_shoppers,user
Kavinda Dissanayake,user0384@example.com,75,Male,Galle,799600963,rare_shoppers,user
Lisa Nelson,user0385@example.com,22,Male,Kandy,775997780,occasional_shoppers,user
Zachary Jayasinghe,user0386@example.com,59,Male,Anuradhapura,723862962,frequent_shoppers,user
Cristian Santos,user0387@example.com,64,Male,Negombo,745760499,frequent_shoppers,user
Andrew Wickramasinghe,user0388@example.com,43,Female,Moratuwa,710443906,regular_shoppers,user
Victoria Wickramasinghe,user0389@example.com,48,Female,Ratnapura,755642455,regular_shoppers,user
Monica Bandara,user0390@example.com,67,Male,Nuwara Eliya,794639988,regular_shoppers,user
Kumari Burgess,user0391@example.com,74,Female,Anuradhapura,718454727,,user
Anil Gunasekara,user0392@example.com,52,Female,Colombo,715746469,,user
Connor Shaffer,user0393@example.com,59,Male,Vavuniya,729003951,regular_shoppers,user
Kevin Gunasekara,user0394@example.com,,Female,Negombo,723058343,,user
Michael Jayasinghe,user0395@example.com,55,Female,Trincomalee,763956682,regular_shoppers,user
Lisa Shaffer,user0396@example.com,54,Male,Anuradhapura,746761344,regular_shoppers,user
Andrew Seneviratne,user0397@example.com,62,Male,Kandy,712097866,occasional_shoppers,user
Kevin Santos,user0398@example.com,,Male,Matara,737670356,occasional_shoppers,user
Andrew Gunasekara,user0399@example.com,46,Female,Kandy,750426348,occasional_shoppers,user
Crystal Garcia,user0400@example.com,,Male,Jaffna,794082607,occasional_shoppers,user
Nimal Ray,user0401@example.com,30,Male,Moratuwa,758881166,frequent_shoppers,user
David Ray,user0402@example.com,39,Female,Jaffna,713901068,rare_shoppers,user
Kevin Perera,user0403@example.com,75,Male,Kalutara,724781783,occasional_shoppers,user
Lisa Adams,user0404@example.com,65,Male,Galle,791796786,regular_shoppers,user
Michael Herrera,user0405@example.com,26,Male,Batticaloa,724912833,frequent_shoppers,user
Michael Brooks,user0406@example.com,66,Female,Kurunegala,780030620,regular_shoppers,user
Kevin Herath,user0407@example.com,55,Male,,787774748,occasional_shoppers,user
Tricia Wijesinghe,user0408@example.com,27,Female,Kandy,777674770,,user
Cristian Garcia,user0409@example.com,48,Female,Moratuwa,764575354,regular_shoppers,user
Rebecca Davis,user0410@example.com,33,Male,Matara,772244899,regular_shoppers,user
Joel Herath,user0411@example.com,29,Male,Colombo,749807633,frequent_shoppers,user
Tammy Seneviratne,user0412@example.com,57,Female,Galle,758853980,regular_shoppers,user
Abigail Shaffer,user0413@example.com,47,Male,Vavuniya,754953500,regular_shoppers,user
Patricia Silva,user0414@example.com,48,Female,Anuradhapura,745884163,occasional_shoppers,user
Cynthia Rajapaksa,user0415@example.com,21,Male,Kilinochchi,781518649,regular_shoppers,user
David Brooks,user0416@example.com,69,Female,Galle,733999716,occasional_shoppers,user
David Santos,user0417@example.com,35,Male,Anuradhapura,782670169,regular_shoppers,user
Joel Peterson,user0418@example.com,46,Male,Colombo,765256328,regular_shoppers,user
Dilshan Rocha,user0419@example.com,68,Female,Vavuniya,751137063,regular_shoppers,user
Jennifer Dissanayake,user0420@example.com,48,Male,Negombo,731580852,regular_shoppers,user
Roshan Silva,user0421@example.com,29,Female,Negombo,769175071,frequent_shoppers,user
Mark Burgess,user0422@example.com,53,Female,Negombo,726306114,regular_shoppers,user
Angie Hicks,user0423@example.com,67,Male,Colombo,749668971,regular_shoppers,user
Lauren Wijesinghe,user0424@example.com,66,Female,Gampaha,728713077,frequent_shoppers,user
Sunil Silva,user0425@example.com,19,Female,Galle,739815643,regular_shoppers,user
Linda Ray,user0426@example.com,,Male,Galle,791212170,regular_shoppers,user
Cynthia Henderson,user0427@example.com,41,Female,Nuwara Eliya,769804203,regular_shoppers,user
Priya Santos,user0428@example.com,74,Other,Matara,765592149,occasional_shoppers,user
Joel Bandara,user0429@example.com,23,Male,Kilinochchi,764956876,frequent_shoppers,user
Tharaka Amarasinghe,user0430@example.com,29,Female,Negombo,715668405,occasional_shoppers,user
Kim Bandara,user0431@example.com,49,Male,,795973864,,user
Tharaka Peterson,user0432@example.com,60,Male,Trincomalee,718955654,,user
Sachini De Silva,user0433@example.com,48,Female,Moratuwa,787210585,occasional_shoppers,user
Angie Herath,user0434@example.com,55,Male,Negombo,757779407,frequent_shoppers,user
Abigail Stewart,user0435@example.com,58,Female,Kurunegala,752441045,regular_shoppers,user
Sunil Dissanayake,user0436@example.com,61,Male,Badulla,775082045,frequent_shoppers,user
Angela Rocha,user0437@example.com,28,Male,Anuradhapura,783969111,regular_shoppers,user
Kumari Seneviratne,user0438@example.com,44,Male,Colombo,769315901,regular_shoppers,user
Sachini Perera,user0439@example.com,39,Male,Jaffna,751262331,occasional_shoppers,user
Joel Ray,user0440@example.com,23,Female,Colombo,714401363,occasional_shoppers,user
Nimal Perera,user0441@example.com,48,Male,Colombo,736846824,occasional_shoppers,user
Kimberly Rajapaksa,user0442@example.com,23,Female,Badulla,719172042,occasional_shoppers,user
Shannon Bandara,user0443@example.com,18,Female,Kurunegala,777671943,regular_shoppers,user
Roshan Peterson,user0444@example.com,55,Female,Badulla,725145863,regular_shoppers,user
Buddhika Rocha,user0445@example.com,25,Female,Matara,761644447,frequent_shoppers,user
David Brooks,user0446@example.com,37,Female,Kalutara,773844258,occasional_shoppers,user
Sunil Burgess,user0447@example.com,61,Male,Galle,732645646,regular_shoppers,user
Gabrielle Burgess,user0448@example.com,39,Female,Trincomalee,788103795,occasional_shoppers,user
Dilshan Nelson,user0449@example.com,69,Male,Nuwara Eliya,724500436,regular_shoppers,user
Daniel Nelson,user0450@example.com,32,Male,Kandy,761356129,regular_shoppers,user
Sachini Rajapaksa,user0451@example.com,37,Male,Kilinochchi,776826878,occasional_shoppers,user
Kevin Perera,user0452@example.com,39,Female,,752219420,rare_shoppers,user
Victoria Brooks,user0453@example.com,20,Female,Kurunegala,724681002,frequent_shoppers,user
Kavinda Rajapaksa,user0454@example.com,53,Female,Kurunegala,760707149,regular_shoppers,user
Nethmi Rajapaksa,user0455@example.com,36,Male,,793906615,regular_shoppers,user
Jessica Hicks,user0456@example.com,40,Male,Trincomalee,718791292,regular_shoppers,user
Kim Shaffer,user0457@example.com,19,Male,Kalutara,773042053,rare_shoppers,user
Dilshan Hill,user0458@example.com,42,Male,Moratuwa,799575241,occasional_shoppers,user
Jessica Herrera,user0459@example.com,41,Male,Galle,749905650,regular_shoppers,user
Kavinda Hicks,user0460@example.com,57,Male,Jaffna,738150713,regular_shoppers,user
Crystal Dissanayake,user0461@example.com,70,Female,Vavuniya,770831313,regular_shoppers,user
Nimal Seneviratne,user0462@example.com,74,,Kurunegala,795621026,regular_shoppers,user
Anil Dissanayake,user0463@example.com,67,Female,Kandy,750302318,regular_shoppers,user
Tammy Garcia,user0464@example.com,71,Female,Batticaloa,741692809,regular_shoppers,user
Connor Adams,user0465@example.com,30,,Matara,714966557,regular_shoppers,user
Zachary Herrera,user0466@example.com,19,Female,Kurunegala,717425900,frequent_shoppers,user
Monica Rocha,user0467@example.com,73,Female,Galle,786634749,occasional_shoppers,user
Thilini Perera,user0468@example.com,51,Female,Kilinochchi,752065222,occasional_shoppers,user
Jessica Bandara,user0469@example.com,42,Female,Anuradhapura,744132362,frequent_shoppers,user
Dilshan Henderson,user0470@example.com,41,Male,Moratuwa,759357131,rare_shoppers,user
Kim Hill,user0471@example.com,75,Female,Kandy,761632246,occasional_shoppers,user
Kim Gunasekara,user0472@example.com,41,Female,Trincomalee,744297151,regular_shoppers,user
Kim Santos,user0473@example.com,66,Male,Gampaha,746780559,occasional_shoppers,user
Monica Bandara,user0474@example.com,49,Male,Kalutara,777959068,occasional_shoppers,user
Gabrielle Burgess,user0475@example.com,64,Female,Colombo,796046825,regular_shoppers,user
Joel Hill,user0476@example.com,58,Female,Trincomalee,765071708,rare_shoppers,user
Lisa Brooks,user0477@example.com,65,Male,Ratnapura,762813894,frequent_shoppers,user
Victoria Bandara,user0478@example.com,32,,,772065617,regular_shoppers,user
Zachary Nelson,user0479@example.com,28,,Batticaloa,725750520,rare_shoppers,user
Allison Wickramasinghe,user0480@example.com,67,Male,Jaffna,776326127,regular_shoppers,user
Victoria Davis,user0481@example.com,31,Other,Anuradhapura,745138129,regular_shoppers,user
Patricia Jayasinghe,user0482@example.com,33,Female,Colombo,761471888,occasional_shoppers,user
Roshan Garcia,user0483@example.com,34,Female,Trincomalee,777718480,regular_shoppers,user
Nethmi Hicks,user0484@example.com,43,Male,Kandy,755523530,regular_shoppers,user
Michael Davis,user0485@example.com,63,Male,Kandy,767725168,regular_shoppers,user
David Wijesinghe,user0486@example.com,57,Female,Kalutara,730302410,regular_shoppers,user
Priya Herath,user0487@example.com,58,Male,Trincomalee,768576625,regular_shoppers,user
Daniel Wijesinghe,user0488@example.com,20,Other,Gampaha,722559810,occasional_shoppers,user
Rebecca Herath,user0489@example.com,71,Female,Anuradhapura,734235540,rare_shoppers,user
Angela Amarasinghe,user0490@example.com,67,Male,Matara,724236463,occasional_shoppers,user
Lisa Davis,user0491@example.com,,Female,Batticaloa,770814320,frequent_shoppers,user
Lisa De Silva,user0492@example.com,69,Male,,783438064,regular_shoppers,user
Sachini Hicks,user0493@example.com,34,Other,Galle,764008708,,user
David Gunasekara,user0494@example.com,59,Male,Matara,759319220,regular_shoppers,user
Cynthia Ray,user0495@example.com,74,Male,Galle,767179047,occasional_shoppers,user
Monica Henderson,user0496@example.com,47,Female,Moratuwa,768700864,regular_shoppers,user
Monica Amarasinghe,user0497@example.com,37,Male,Trincomalee,716052535,regular_shoppers,user
Cynthia Shaffer,user0498@example.com,44,Female,Batticaloa,798795539,regular_shoppers,user
Michael Herrera,user0499@example.com,71,Male,Matara,745577682,occasional_shoppers,user
Jessica Amarasinghe,user0500@example.com,29,Male,Batticaloa,763007123,frequent_shoppers,user
Daniel Hill,user0501@example.com,48,Male,Moratuwa,763015631,occasional_shoppers,user
Kim Santos,user0502@example.com,18,Female,Anuradhapura,768490538,regular_shoppers,user
Tharaka Herath,user0503@example.com,30,Female,Kalutara,769762583,,user
Kevin Peterson,user0504@example.com,,Male,Nuwara Eliya,776532158,frequent_shoppers,user
Thilini Fernando,user0505@example.com,53,Male,Kilinochchi,718147644,regular_shoppers,user
Sarah Hill,user0506@example.com,38,Male,Moratuwa,768549800,regular_shoppers,user
Angie Herrera,user0507@example.com,30,Male,Ratnapura,749378681,occasional_shoppers,user
Isuru Wickramasinghe,user0508@example.com,44,Female,Moratuwa,721568480,occasional_shoppers,user
Nimal Peterson,user0509@example.com,30,Female,Moratuwa,758155542,regular_shoppers,user
Mark Burgess,user0510@example.com,29,Female,,740077607,regular_shoppers,user
Kevin Nelson,user0511@example.com,68,Male,Batticaloa,723977705,occasional_shoppers,user
Roshan Henderson,user0512@example.com,46,Other,Jaffna,715633042,regular_shoppers,user
Cynthia Shaffer,user0513@example.com,25,Female,Matara,723327047,occasional_shoppers,user
Andrew Gunasekara,user0514@example.com,70,Female,Kalutara,777783003,frequent_shoppers,user
Jennifer Santos,user0515@example.com,63,Male,Negombo,767555628,regular_shoppers,user
Angela Amarasinghe,user0516@example.com,47,Female,Colombo,721378739,occasional_shoppers,user
Jessica Rocha,user0517@example.com,67,Male,Negombo,766278204,frequent_shoppers,user
Connor Wijesinghe,user0518@example.com,53,Female,Badulla,791926643,,user
Andrew Wickramasinghe,user0519@example.com,59,Female,Gampaha,750470861,occasional_shoppers,user
Monica Henderson,user0520@example.com,42,Female,Vavuniya,795320264,frequent_shoppers,user
Jennifer Hill,user0521@example.com,,Female,Matara,760060376,rare_shoppers,user
Mark Gunasekara,user0522@example.com,25,,Jaffna,741688446,regular_shoppers,user
Thilini Fernando,user0523@example.com,75,Female,Trincomalee,779748476,regular_shoppers,user
Thilini Adams,user0524@example.com,51,Female,Jaffna,718347493,regular_shoppers,user
Tammy Wijesinghe,user0525@example.com,31,Male,Vavuniya,795424369,regular_shoppers,user
Tammy Brooks,user0526@example.com,49,Male,Kilinochchi,778878589,occasional_shoppers,user
Sarah Shaffer,user0527@example.com,47,Female,Badulla,759604988,frequent_shoppers,user
Kavinda Stewart,user0528@example.com,,Male,Matara,789138026,frequent_shoppers,user
Angela Henderson,user0529@example.com,37,Male,Moratuwa,715997180,,user
Angela Peterson,user0530@example.com,54,Male,Negombo,799552852,regular_shoppers,user
Carmen Davis,user0531@example.com,38,Female,Nuwara Eliya,769471365,regular_shoppers,user
Thilini Nelson,user0532@example.com,73,Male,Matara,793041052,frequent_shoppers,user
Anil Fernando,user0533@example.com,54,Female,Colombo,746904845,rare_shoppers,user
Rebecca Adams,user0534@example.com,71,Male,Ratnapura,734227374,frequent_shoppers,user
Angela Hill,user0535@example.com,38,Male,Vavuniya,730700047,frequent_shoppers,user
Kim Garcia,user0536@example.com,21,Male,,753515775,regular_shoppers,user
Mark Hicks,user0537@example.com,75,Male,Trincomalee,746143160,occasional_shoppers,user
Abigail Rocha,user0538@example.com,44,Male,Colombo,784451573,rare_shoppers,user
Chamara Dissanayake,user0539@example.com,54,Male,Anuradhapura,782146810,frequent_shoppers,user
Tammy Amarasinghe,user0540@example.com,20,,Matara,774717944,frequent_shoppers,user
Linda Jayasinghe,user0541@example.com,61,Male,Kilinochchi,750350996,frequent_shoppers,user
Monica Hicks,user0542@example.com,71,Female,Kalutara,755987725,regular_shoppers,user
Tharaka Nelson,user0543@example.com,63,Male,Ratnapura,727948365,rare_shoppers,user
Chamara Amarasinghe,user0544@example.com,,Female,Kalutara,782226781,occasional_shoppers,user
Monica Dissanayake,user0545@example.com,59,Male,Gampaha,758045348,regular_shoppers,user
Victoria Herrera,user0546@example.com,69,Male,Anuradhapura,758025924,regular_shoppers,user
Zachary Santos,user0547@example.com,58,Female,Moratuwa,791339562,frequent_shoppers,user
Rebecca Hill,user0548@example.com,70,Male,Kilinochchi,727212939,regular_shoppers,user
Thilini Santos,user0549@example.com,54,Female,Batticaloa,785177493,occasional_shoppers,user
Michael Hill,user0550@example.com,59,Female,Ratnapura,779564413,rare_shoppers,user
Michael Peterson,user0551@example.com,66,,Kandy,762594409,regular_shoppers,user
Zachary Rocha,user0552@example.com,54,Other,Kalutara,751715656,rare_shoppers,user
Gabrielle Gunasekara,user0553@example.com,19,Female,Ratnapura,755741665,regular_shoppers,user
Abigail Bandara,user0554@example.com,68,Male,Gampaha,718145263,regular_shoppers,user
Cristian Hicks,user0555@example.com,72,Female,Gampaha,717488001,regular_shoppers,user
Priya Henderson,user0556@example.com,42,Female,Colombo,793111718,regular_shoppers,user
Shannon Rocha,user0557@example.com,61,Male,Anuradhapura,735986503,frequent_shoppers,user
Kavinda Davis,user0558@example.com,34,Female,Kurunegala,788453254,occasional_shoppers,user
Tammy Perera,user0559@example.com,66,Female,Negombo,711084726,regular_shoppers,user
Sarah Fernando,user0560@example.com,27,Female,Kandy,737012825,frequent_shoppers,user
Gabrielle Rocha,user0561@example.com,48,Other,Ratnapura,766196330,regular_shoppers,user
Jessica Herrera,user0562@example.com,74,Male,Colombo,742080592,occasional_shoppers,user
Lauren De Silva,user0563@example.com,70,Female,Kurunegala,714028892,frequent_shoppers,user
Priya Shaffer,user0564@example.com,46,Female,Kandy,745164890,frequent_shoppers,user
Isuru Herrera,user0565@example.com,53,Male,Batticaloa,724894008,frequent_shoppers,user
Jessica Amarasinghe,user0566@example.com,47,Female,Kilinochchi,718774822,rare_shoppers,user
Daniel Davis,user0567@example.com,26,Male,Badulla,792681879,regular_shoppers,user
Dilshan Ray,user0568@example.com,36,Male,Batticaloa,720926356,occasional_shoppers,user
Lauren Dissanayake,user0569@example.com,22,Male,Kilinochchi,760181152,regular_shoppers,user
Sarah Wickramasinghe,user0570@example.com,49,Female,Kandy,763136795,occasional_shoppers,user
Rebecca Stewart,user0571@example.com,42,Female,Vavuniya,757187591,occasional_shoppers,user
Tricia Fernando,user0572@example.com,,Male,Kalutara,713317620,occasional_shoppers,user
Kimberly Brooks,user0573@example.com,59,Female,Kilinochchi,723208247,regular_shoppers,user
Daniel Santos,user0574@example.com,52,Male,Matara,791072076,occasional_shoppers,user
Joel Herath,user0575@example.com,65,Male,Matara,787840078,occasional_shoppers,user
Buddhika Gunasekara,user0576@example.com,,Other,Nuwara Eliya,779232906,occasional_shoppers,user
Dilshan Dissanayake,user0577@example.com,47,Male,Ratnapura,770394210,regular_shoppers,user
Priya Hill,user0578@example.com,54,Male,Moratuwa,767139083,occasional_shoppers,user
Sunil Seneviratne,user0579@example.com,67,Male,Kandy,790933663,frequent_shoppers,user
Sachini Fernando,user0580@example.com,42,Male,Anuradhapura,750888822,regular_shoppers,user
Monica Herrera,user0581@example.com,53,Female,Colombo,741278022,frequent_shoppers,user
David Rajapaksa,user0582@example.com,47,Female,Kalutara,774189781,rare_shoppers,user
Thilini Santos,user0583@example.com,75,Male,Kalutara,751649604,occasional_shoppers,user
Dilshan Ray,user0584@example.com,61,Male,Gampaha,786400632,regular_shoppers,user
Kevin Brooks,user0585@example.com,20,Male,Gampaha,733505052,occasional_shoppers,user
Angela Adams,user0586@example.com,57,Male,Kurunegala,731197304,frequent_shoppers,user
Linda Wijesinghe,user0587@example.com,36,Male,Anuradhapura,720272170,regular_shoppers,user
Buddhika Shaffer,user0588@example.com,67,Male,Kilinochchi,771995701,,user
Victoria Rocha,user0589@example.com,72,Male,Negombo,721079489,occasional_shoppers,user
Priya Rajapaksa,user0590@example.com,46,Female,Kurunegala,781760022,regular_shoppers,user
Thilini Hicks,user0591@example.com,60,Female,Badulla,716409704,occasional_shoppers,user
Tharaka Dissanayake,user0592@example.com,60,Female,Matara,737076822,regular_shoppers,user
Patricia Burgess,user0593@example.com,30,Male,Ratnapura,722965862,occasional_shoppers,user
Nimal Herrera,user0594@example.com,20,Male,Vavuniya,726214033,regular_shoppers,user
Tricia Ray,user0595@example.com,38,Male,Nuwara Eliya,759523652,regular_shoppers,user
Cristian Santos,user0596@example.com,44,Female,Jaffna,722716400,occasional_shoppers,user
Sachini Rocha,user0597@example.com,62,Female,Negombo,799438746,regular_shoppers,user
Lauren Santos,user0598@example.com,56,Male,Trincomalee,792724918,occasional_shoppers,user
Buddhika Wijesinghe,user0599@example.com,33,Female,Kandy,737432134,regular_shoppers,user
Chamara Henderson,user0600@example.com,64,Female,Ratnapura,765686049,regular_shoppers,user
Chamara Bandara,user0601@example.com,19,Female,Anuradhapura,739855935,rare_shoppers,user
Sachini Herath,user0602@example.com,38,Female,Moratuwa,726852512,frequent_shoppers,user
Monica Herrera,user0603@example.com,71,Male,Kalutara,733680772,regular_shoppers,user
Sachini Adams,user0604@example.com,54,Female,Moratuwa,773178094,rare_shoppers,user
Carmen Garcia,user0605@example.com,65,Male,Moratuwa,721171324,,user
Buddhika Amarasinghe,user0606@example.com,56,Female,Nuwara Eliya,774537834,regular_shoppers,user
Gabrielle Rocha,user0607@example.com,48,Female,,765810437,occasional_shoppers,user
Connor De Silva,user0608@example.com,49,Other,Kandy,768558918,frequent_shoppers,user
Mark Seneviratne,user0609@example.com,64,Female,Badulla,742528051,occasional_shoppers,user
Lauren Henderson,user0610@example.com,41,Female,Negombo,790819114,regular_shoppers,user
Dilshan Rajapaksa,user0611@example.com,18,Male,Nuwara Eliya,735343427,regular_shoppers,user
Tammy Herrera,user0612@example.com,34,Female,Nuwara Eliya,786854640,occasional_shoppers,user
Crystal Bandara,user0613@example.com,65,Female,Colombo,766081482,occasional_shoppers,user
Sarah Garcia,user0614@example.com,64,Male,Negombo,738531115,frequent_shoppers,user
Kimberly Ray,user0615@example.com,29,Male,Kalutara,732297072,rare_shoppers,user
Monica Stewart,user0616@example.com,25,Male,Moratuwa,710969945,occasional_shoppers,user
Nimal Fernando,user0617@example.com,20,Female,,773516094,rare_shoppers,user
Buddhika Rocha,user0618@example.com,39,Female,Trincomalee,757785434,occasional_shoppers,user
Jessica Dissanayake,user0619@example.com,47,Male,Negombo,747509496,,user
Kumari Seneviratne,user0620@example.com,41,Female,Kilinochchi,758345978,frequent_shoppers,user
Cristian Dissanayake,user0621@example.com,61,Female,Galle,723482938,rare_shoppers,user
Isuru Hicks,user0622@example.com,30,Female,Kilinochchi,750446284,,user
Sunil Silva,user0623@example.com,47,Male,Vavuniya,713922081,regular_shoppers,user
Jennifer Amarasinghe,user0624@example.com,75,Male,Moratuwa,795033398,occasional_shoppers,user
Isuru Peterson,user0625@example.com,62,Male,Galle,785416933,regular_shoppers,user
Tammy Dissanayake,user0626@example.com,34,Male,Anuradhapura,752060116,frequent_shoppers,user
Victoria Fernando,user0627@example.com,37,Female,Kalutara,790747752,regular_shoppers,user
Dilshan Adams,user0628@example.com,18,Male,Matara,748036341,regular_shoppers,user
Andrew De Silva,user0629@example.com,69,Male,Kilinochchi,738951443,frequent_shoppers,user
Kevin Stewart,user0630@example.com,42,Female,Anuradhapura,717055329,rare_shoppers,user
Kimberly Herath,user0631@example.com,43,Female,Kurunegala,773541573,regular_shoppers,user
Crystal Seneviratne,user0632@example.com,22,Male,Anuradhapura,787897778,regular_shoppers,user
Abigail Herath,user0633@example.com,37,Male,Moratuwa,736260378,frequent_shoppers,user
Thilini Gunasekara,user0634@example.com,,Female,Negombo,722891308,rare_shoppers,user
Crystal Peterson,user0635@example.com,21,Female,Kalutara,725945407,regular_shoppers,user
Patricia Hicks,user0636@example.com,62,Male,Galle,797670412,occasional_shoppers,user
Carmen Burgess,user0637@example.com,,Male,Kilinochchi,722690720,regular_shoppers,user
Dilshan Herrera,user0638@example.com,59,Male,Ratnapura,712650315,rare_shoppers,user
Connor Silva,user0639@example.com,68,Female,Vavuniya,737845315,occasional_shoppers,user
Nimal Wijesinghe,user0640@example.com,73,Male,Ratnapura,721787125,frequent_shoppers,user
Priya Nelson,user0641@example.com,20,Male,Vavuniya,716196330,rare_shoppers,user
Sarah Wijesinghe,user0642@example.com,60,Male,Ratnapura,778530276,rare_shoppers,user
Rebecca Wickramasinghe,user0643@example.com,70,,,790818451,occasional_shoppers,user
Priya Ray,user0644@example.com,35,Female,Batticaloa,721174172,regular_shoppers,user
Mark Rajapaksa,user0645@example.com,62,Male,Batticaloa,785650769,occasional_shoppers,user
Nimal Gunasekara,user0646@example.com,56,Female,Kalutara,726726377,rare_shoppers,user
Anil Shaffer,user0647@example.com,44,Female,Ratnapura,723146204,frequent_shoppers,user
Victoria Adams,user0648@example.com,24,Male,Matara,786793756,occasional_shoppers,user
David Silva,user0649@example.com,24,Male,Nuwara Eliya,764042937,occasional_shoppers,user
Lauren Fernando,user0650@example.com,18,Female,Negombo,795791097,occasional_shoppers,user
Timothy Wickramasinghe,user0651@example.com,61,Female,Badulla,779873032,regular_shoppers,user
Roshan Wijesinghe,user0652@example.com,32,Female,Kalutara,742217185,occasional_shoppers,user
Monica Herrera,user0653@example.com,23,Female,Colombo,728311107,regular_shoppers,user
Lauren Peterson,user0654@example.com,61,Female,Anuradhapura,756313253,occasional_shoppers,user
Patricia De Silva,user0655@example.com,70,Female,Kandy,733463164,rare_shoppers,user
Gabrielle Burgess,user0656@example.com,50,Male,Kurunegala,725819626,frequent_shoppers,user
David Stewart,user0657@example.com,34,Female,Anuradhapura,714755216,rare_shoppers,user
